"id_entri","versi_kbji","kode","kode_normalisasi","jumlah_digit","tingkat","kedalaman","urutan","kode_induk","nama_resmi","uraian_resmi","kode_golongan_pokok","nama_golongan_pokok","kode_subgolongan_pokok","nama_subgolongan_pokok","kode_golongan","nama_golongan","kode_subgolongan","nama_subgolongan","jalur_kode","jalur_nama","jumlah_anak_langsung","jumlah_jabatan_turunan","kelompok_sisa","nama_pencarian","halaman_pdf_mulai","halaman_pdf_selesai","halaman_cetak_mulai","halaman_cetak_selesai","status_validasi"
"E01235","2026","3114.99","311499","6","Jabatan","5","1235","3114","TEKNISI ELEKTRONIK LAINNYA","Jabatan ini mencakup teknisi elektronik lainnya dari subgolongan ini.","3","TEKNISI DAN ASISTEN PROFESIONAL","31","ASISTEN AHLI ILMU PENGETAHUAN DAN TEKNIK","311","TEKNISI ILMU FISIKA DAN TEKNIK","3114","TEKNISI ELEKTRONIK","3 > 31 > 311 > 3114 > 3114.99","TEKNISI DAN ASISTEN PROFESIONAL > ASISTEN AHLI ILMU PENGETAHUAN DAN TEKNIK > TEKNISI ILMU FISIKA DAN TEKNIK > TEKNISI ELEKTRONIK > TEKNISI ELEKTRONIK LAINNYA","0","0","ya","teknisi elektronik lainnya","526","526","494","494","lolos_struktur_otomatis_belum_review_manual"
"E01236","2026","3115","3115","4","Subgolongan","4","1236","311","TEKNISI MEKANIS","Teknisi mekanis melakukan tugas-tugas teknis untuk membantu dalam
penelitian teknik mesin dan dalam desain, manufaktur, perakitan, konstruksi,
operasi, pemeliharaan, dan perbaikan mesin, komponen, dan peralatan mekanik.
Tugasnya meliputi menyediakan bantuan teknis dalam penelitian dan
pengembangan mesin dan instalasi, sarana prasarana, dan komponen mekanik,
atau pengujian prototipe; merancang dan mempersiapkan tata letak mesin dan
instalasi, sarana prasarana, dan komponen mekanik sesuai spesifikasi yang
diberikan; menyiapkan perkiraan rinci jumlah dan biaya bahan dan tenaga kerja
yang dibutuhkan untuk pembuatan dan pemasangan sesuai spesifikasi yang
diberikan; memantau aspek teknis dari pembuatan, pemanfaatan, pemeliharaan,
dan perbaikan mesin dan instalasi, sarana prasarana, dan komponen mekanik
untuk memastikan kinerja yang memuaskan dan sesuai spesifikasi serta
peraturan; mengembangkan dan memantau pelaksanaan standar dan prosedur
keselamatan untuk pekerjaan survei kelautan dalam kaitannya dengan lambung
kapal, peralatan, dan kargo; merakit dan menginstal rakitan mekanik baru dan
modifikasi, komponen, peralatan, dan kontrol mesin, serta sistem tenaga
hidrolik; melakukan uji sistem mekanik, mengumpulkan dan menganalisis data,
serta merakit dan memasang rakitan mekanik dalam mendukung ahli mekanik;
dan memastikan bahwa desain teknik mesin dan pekerjaan yang telah selesai
sesuai spesifikasi, peraturan, dan ketentuan kontrak.
Contoh jabatan yang diklasifikasikan di sini
- teknisi penerbangan;
- teknisi kelautan;
- teknisi mesin; dan
- estimator mekanik.
Beberapa jabatan terkait yang diklasifikasikan di tempat lain
- mekanik mesin industri - 7233; dan
- perakit mesin mekanikal - 8211.","3","TEKNISI DAN ASISTEN PROFESIONAL","31","ASISTEN AHLI ILMU PENGETAHUAN DAN TEKNIK","311","TEKNISI ILMU FISIKA DAN TEKNIK","3115","TEKNISI MEKANIS","3 > 31 > 311 > 3115","TEKNISI DAN ASISTEN PROFESIONAL > ASISTEN AHLI ILMU PENGETAHUAN DAN TEKNIK > TEKNISI ILMU FISIKA DAN TEKNIK > TEKNISI MEKANIS","6","6","tidak","teknisi mekanis","526","527","494","495","lolos_struktur_otomatis_belum_review_manual"
"E01237","2026","3115.01","311501","6","Jabatan","5","1237","3115","TEKNISI MESIN","Teknisi mesin melakukan pekerjaan teknis, biasanya dengan petunjuk dan
pengawasan ahli teknik mesin dalam tugas perancangan, pengembangan,
pembuatan, pembangunan, pemasangan, pengoperasian yang efisien,
pemeliharaan, dan perbaikan mesin dan peralatan yang berfungsi mekanis.
Tugasnya meliputi memasang mesin dan melakukan percobaan, pengujian,
membuat catatan, melakukan perhitungan, menyesuaikan instrumen, mencatat
hasil observasi, serta membantu pekerjaan dan pengembangan mengenai
perkakas mesin, mesin penggerak tenaga, kendaraan, mesin sistem pemanasan,
ventilasi, dan pendingin, mesin dan peralatan untuk penyaluran, pengontrolan,
dan penggunaan tenaga nuklir, serta mesin dan peralatan lainnya; membuat
perkiraan terinci mengenai kebutuhan jumlah dan biaya untuk bahan dan tenaga
kerja yang diperlukan untuk pembuatan dan pemasangan serta menyiapkan
jadwal kerja; melakukan pengawasan teknis dan memberi bimbingan teknis
kepada pekerja yang bertugas membuat, memasang, memperbaiki, dan
memelihara mesin dan peralatan yang berfungsi mekanis, memeriksa dan
menguji pekerjaan yang telah diselesaikan untuk menjamin agar sesuai dengan
spesifikasi, standar, dan norma keselamatan kerja; memeriksa dan mengatur
operasi mesin dan peralatan yang telah terpasang untuk proses produksi dan
keperluan lain; menerapkan pengetahuan teknik mesin secara teori dan praktik
untuk mengenal dan memecahkan masalah yang mungkin timbul dalam
pekerjaan; serta membuat laporan hasil pekerjaan untuk dilaporkan kepada
pimpinan dan pihak terkait. Termasuk di dalamnya: inspektur pekerjaan
mekanikal; supervisor hidro mekanikal; supervisor/teknisi mekanikal.","3","TEKNISI DAN ASISTEN PROFESIONAL","31","ASISTEN AHLI ILMU PENGETAHUAN DAN TEKNIK","311","TEKNISI ILMU FISIKA DAN TEKNIK","3115","TEKNISI MEKANIS","3 > 31 > 311 > 3115 > 3115.01","TEKNISI DAN ASISTEN PROFESIONAL > ASISTEN AHLI ILMU PENGETAHUAN DAN TEKNIK > TEKNISI ILMU FISIKA DAN TEKNIK > TEKNISI MEKANIS > TEKNISI MESIN","0","0","tidak","teknisi mesin","527","528","495","496","lolos_struktur_otomatis_belum_review_manual"
"E01238","2026","3115.02","311502","6","Jabatan","5","1238","3115","TEKNISI PENERBANGAN","Teknisi penerbangan melakukan pekerjaan teknis, biasanya dengan petunjuk
dan pengawasan ahli teknik pesawat terbang dalam tugas perancangan,
pengembangan, pembangunan, pemeliharaan, dan perbaikan pesawat udara;
melakukan pekerjaan yang sejenis dengan pekerjaan teknisi teknik mesin umum,
tetapi mengkhususkan diri dalam kerangka pesawat, roda pendarat, sistem rem,
dan peralatan mekanis lain dari pesawat udara. Dapat mengkhususkan diri
dalam suatu jenis khusus, seperti pesawat penumpang, pesawat barang, pesawat
militer, atau helikopter. Tugasnya meliputi melaksanakan pemeriksaan rutin (pre-
flight, post-flight, scheduled maintenance) serta melakukan perawatan preventif
pada sistem mesin, avionik, struktur, dan sistem hidrolik; menangani kerusakan
atau gangguan teknis pada pesawat dan melakukan perbaikan komponen sesuai
manual teknis dan standar pabrikan; melaksanakan inspeksi teknis terhadap
komponen pesawat (engine, landing gear, electrical system) serta melakukan
pengujian fungsi sistem penerbangan menggunakan instrumen khusus sesuai
standar keselamatan penerbangan; menyusun logbook pemeliharaan pesawat
dan menyusun laporan hasil inspeksi serta rekomendasi teknis; menyimpan
arsip teknis sesuai prosedur regulator penerbangan; serta berkoordinasi dengan
engineer penerbangan, pilot, dan otoritas bandara serta memberikan masukan
teknis terkait kesiapan pesawat untuk operasi. Termasuk di dalamnya: teknisi
laminating basah; teknisi laminating kering.","3","TEKNISI DAN ASISTEN PROFESIONAL","31","ASISTEN AHLI ILMU PENGETAHUAN DAN TEKNIK","311","TEKNISI ILMU FISIKA DAN TEKNIK","3115","TEKNISI MEKANIS","3 > 31 > 311 > 3115 > 3115.02","TEKNISI DAN ASISTEN PROFESIONAL > ASISTEN AHLI ILMU PENGETAHUAN DAN TEKNIK > TEKNISI ILMU FISIKA DAN TEKNIK > TEKNISI MEKANIS > TEKNISI PENERBANGAN","0","0","tidak","teknisi penerbangan","528","528","496","496","lolos_struktur_otomatis_belum_review_manual"
"E01239","2026","3115.03","311503","6","Jabatan","5","1239","3115","TEKNISI KELAUTAN","Teknisi kelautan melakukan pekerjaan teknis di bawah petunjuk ahli kelautan
dalam merancang, mengembangkan, dan memasang mesin kapal dan peralatan
terkait, termasuk mesin penggerak dan sistem catu daya. Tugasnya meliputi
memeriksa peralatan kelautan dan mesin untuk menyusun spesifikasi pekerjaan;
melakukan analisis, studi lingkungan, operasional, atau kinerja untuk
mengembangkan desain produk, seperti mesin kelautan, peralatan, dan struktur;
merancang, mengawasi instalasi, dan melakukan perbaikan peralatan kelautan;
menyiapkan rencana, perkiraan, desain, jadwal konstruksi, dan spesifikasi
kontrak; menyelidiki dan mengamati pengujian mesin dan peralatan untuk
memenuhi standar; mengoordinasikan kegiatan dengan badan pengawas untuk
memastikan perbaikan dan perubahan pada biaya minimum, konsisten dengan
keselamatan; melakukan uji lingkungan, operasional, atau kinerja pada mesin
dan peralatan kelautan; menyiapkan laporan teknis untuk digunakan oleh teknik,
manajemen, atau tenaga penjualan; serta menjaga kontak dan merumuskan
laporan untuk memastikan penyelesaian pekerjaan dengan biaya minimum.","3","TEKNISI DAN ASISTEN PROFESIONAL","31","ASISTEN AHLI ILMU PENGETAHUAN DAN TEKNIK","311","TEKNISI ILMU FISIKA DAN TEKNIK","3115","TEKNISI MEKANIS","3 > 31 > 311 > 3115 > 3115.03","TEKNISI DAN ASISTEN PROFESIONAL > ASISTEN AHLI ILMU PENGETAHUAN DAN TEKNIK > TEKNISI ILMU FISIKA DAN TEKNIK > TEKNISI MEKANIS > TEKNISI KELAUTAN","0","0","tidak","teknisi kelautan","528","529","496","497","lolos_struktur_otomatis_belum_review_manual"
"E01240","2026","3115.04","311504","6","Jabatan","5","1240","3115","TEKNISI ALAT BERAT","Teknisi alat berat mengoperasikan, menguji, melakukan pemeriksaan teknis,
serta perawatan alat berat untuk memastikan peralatan dapat digunakan secara
optimal dalam kegiatan operasional. Tugasnya meliputi melakukan pengecekan
kondisi alat sebelum dan sesudah digunakan, membantu proses instalasi dan
pengaturan alat berat, memantau kinerja mesin selama operasional,
mengidentifikasi potensi gangguan teknis, serta melakukan penyesuaian atau
perbaikan ringan sesuai kebutuhan menggunakan peralatan sesuai prosedur
teknis dan keselamatan kerja, serta melaporkan kondisi alat kepada atasan untuk
mendukung kelancaran pekerjaan di lapangan.","3","TEKNISI DAN ASISTEN PROFESIONAL","31","ASISTEN AHLI ILMU PENGETAHUAN DAN TEKNIK","311","TEKNISI ILMU FISIKA DAN TEKNIK","3115","TEKNISI MEKANIS","3 > 31 > 311 > 3115 > 3115.04","TEKNISI DAN ASISTEN PROFESIONAL > ASISTEN AHLI ILMU PENGETAHUAN DAN TEKNIK > TEKNISI ILMU FISIKA DAN TEKNIK > TEKNISI MEKANIS > TEKNISI ALAT BERAT","0","0","tidak","teknisi alat berat","529","529","497","497","lolos_struktur_otomatis_belum_review_manual"
"E01241","2026","3115.05","311505","6","Jabatan","5","1241","3115","TEKNISI FOTONIKA","Teknisi fotonika melaksanakan kegiatan teknis dalam perakitan, pengujian,
pemrosesan, dan pemeliharaan perangkat fotonik, optik, dan optoelektronik di
lingkungan laboratorium atau clean room. Tugasnya meliputi pengoperasian dan
kalibrasi peralatan seperti laser dan alat ukur optik, perakitan serta pengujian
komponen serat optik dan prototipe optomekanik atau optoelektronik, serta
membantu pelaksanaan eksperimen ilmiah. Pekerjaan ini juga mencakup analisis
kegagalan produk dan diagnostik proses, dukungan dalam pengembangan
produk dan optimalisasi proses, serta fabrikasi perangkat optoelektronik atau
semikonduktor. Selain itu, bertanggung jawab atas dokumentasi prosedur teknis,
pengelolaan peralatan dan inventaris laboratorium, penggunaan bahan kimia
sesuai standar keselamatan, serta menjaga kebersihan dan keselamatan
lingkungan kerja.","3","TEKNISI DAN ASISTEN PROFESIONAL","31","ASISTEN AHLI ILMU PENGETAHUAN DAN TEKNIK","311","TEKNISI ILMU FISIKA DAN TEKNIK","3115","TEKNISI MEKANIS","3 > 31 > 311 > 3115 > 3115.05","TEKNISI DAN ASISTEN PROFESIONAL > ASISTEN AHLI ILMU PENGETAHUAN DAN TEKNIK > TEKNISI ILMU FISIKA DAN TEKNIK > TEKNISI MEKANIS > TEKNISI FOTONIKA","0","0","tidak","teknisi fotonika","529","529","497","497","lolos_struktur_otomatis_belum_review_manual"
"E01242","2026","3115.99","311599","6","Jabatan","5","1242","3115","TEKNISI MEKANIS LAINNYA","Jabatan ini mencakup teknisi mekanis lainnya dari subgolongan ini.","3","TEKNISI DAN ASISTEN PROFESIONAL","31","ASISTEN AHLI ILMU PENGETAHUAN DAN TEKNIK","311","TEKNISI ILMU FISIKA DAN TEKNIK","3115","TEKNISI MEKANIS","3 > 31 > 311 > 3115 > 3115.99","TEKNISI DAN ASISTEN PROFESIONAL > ASISTEN AHLI ILMU PENGETAHUAN DAN TEKNIK > TEKNISI ILMU FISIKA DAN TEKNIK > TEKNISI MEKANIS > TEKNISI MEKANIS LAINNYA","0","0","ya","teknisi mekanis lainnya","529","529","497","497","lolos_struktur_otomatis_belum_review_manual"
"E01243","2026","3116","3116","4","Subgolongan","4","1243","311","TEKNISI KIMIA","Teknisi kimia melakukan tugas-tugas teknis untuk membantu dalam penelitian
teknik kimia dan dalam desain, manufaktur, konstruksi, operasi, pemeliharaan,
dan perbaikan pabrik kimia. Tugasnya meliputi membantu dalam penelitian dan
pengembangan proses kimia industri, pabrik, dan peralatan, atau pengujian
prototipe; merancang dan mempersiapkan tata letak pabrik kimia sesuai
spesifikasi yang diberikan; menyiapkan perkiraan rinci jumlah dan biaya bahan
dan tenaga kerja yang dibutuhkan untuk pembuatan dan pemasangan sesuai
spesifikasi yang diberikan; memantau aspek teknis, konstruksi, instalasi, operasi,
pemeliharaan, dan perbaikan pabrik kimia untuk memastikan kinerja yang
memuaskan dan sesuai spesifikasi dan peraturan; dan melakukan uji
laboratorium kimia dan fisik untuk membantu ilmuwan dan ahli dalam membuat
analisis kualitatif dan kuantitatif dari padatan, cairan, dan bahan gas.
Contoh jabatan yang diklasifikasikan di sini
- teknisi kimia;
- estimator teknik kimia; dan
- teknisi perminyakan.
Beberapa jabatan terkait yang diklasifikasikan di tempat lain
- teknisi kimia - 3111; dan
- teknisi proses kimia - 3133.","3","TEKNISI DAN ASISTEN PROFESIONAL","31","ASISTEN AHLI ILMU PENGETAHUAN DAN TEKNIK","311","TEKNISI ILMU FISIKA DAN TEKNIK","3116","TEKNISI KIMIA","3 > 31 > 311 > 3116","TEKNISI DAN ASISTEN PROFESIONAL > ASISTEN AHLI ILMU PENGETAHUAN DAN TEKNIK > TEKNISI ILMU FISIKA DAN TEKNIK > TEKNISI KIMIA","3","3","tidak","teknisi kimia","530","530","498","498","lolos_struktur_otomatis_belum_review_manual"
"E01244","2026","3116.01","311601","6","Jabatan","5","1244","3116","TEKNISI PROSES KIMIA","Teknisi proses kimia melakukan tugas-tugas teknis untuk membantu dalam
penelitian teknik kimia dan dalam desain, manufaktur, konstruksi, operasi,
pemeliharaan, dan perbaikan pabrik kimia. Tugasnya meliputi membantu dalam
penelitian dan pengembangan proses kimia industri, pabrik, dan peralatan, atau
pengujian prototipe; merancang dan mempersiapkan tata letak pabrik kimia
sesuai spesifikasi yang diberikan; menyiapkan perkiraan rinci jumlah dan biaya
bahan dan tenaga kerja yang dibutuhkan untuk pembuatan dan pemasangan
sesuai spesifikasi yang diberikan; memantau aspek teknis, konstruksi, instalasi,
operasi, pemeliharaan, dan perbaikan pabrik kimia untuk memastikan kinerja
yang memuaskan dan sesuai spesifikasi dan peraturan; dan melakukan uji
laboratorium kimia dan fisik untuk membantu ilmuwan dan ahli dalam membuat
analisis kualitatif dan kuantitatif dari padatan, cairan, dan bahan gas.","3","TEKNISI DAN ASISTEN PROFESIONAL","31","ASISTEN AHLI ILMU PENGETAHUAN DAN TEKNIK","311","TEKNISI ILMU FISIKA DAN TEKNIK","3116","TEKNISI KIMIA","3 > 31 > 311 > 3116 > 3116.01","TEKNISI DAN ASISTEN PROFESIONAL > ASISTEN AHLI ILMU PENGETAHUAN DAN TEKNIK > TEKNISI ILMU FISIKA DAN TEKNIK > TEKNISI KIMIA > TEKNISI PROSES KIMIA","0","0","tidak","teknisi proses kimia","530","530","498","498","lolos_struktur_otomatis_belum_review_manual"
"E01245","2026","3116.02","311602","6","Jabatan","5","1245","3116","ESTIMATOR TEKNIK KIMIA","Estimator teknik kimia melaksanakan kegiatan perhitungan, analisis, dan
estimasi biaya proyek atau proses yang melibatkan teknik kimia untuk
memastikan efisiensi, kelayakan, dan akurasi dalam perencanaan serta
pelaksanaan proyek. Tugasnya meliputi menyiapkan peralatan pekerjaan;
melakukan analisis proses dan material dengan mengidentifikasi kebutuhan
bahan kimia, energi, dan peralatan sesuai spesifikasi proyek serta melakukan
analisis teknis terhadap proses produksi atau pengolahan; membuat estimasi
biaya dengan menyusun perhitungan biaya bahan, tenaga kerja, energi, dan
peralatan serta membuat estimasi biaya operasional dan pemeliharaan;
melakukan evaluasi teknis dengan membandingkan alternatif proses atau
teknologi untuk menentukan pilihan paling efisien dan menyusun laporan
evaluasi teknis dan ekonomis; dan menyusun dokumen estimasi biaya sesuai
standar serta menyajikan laporan estimasi kepada manajemen atau investor.","3","TEKNISI DAN ASISTEN PROFESIONAL","31","ASISTEN AHLI ILMU PENGETAHUAN DAN TEKNIK","311","TEKNISI ILMU FISIKA DAN TEKNIK","3116","TEKNISI KIMIA","3 > 31 > 311 > 3116 > 3116.02","TEKNISI DAN ASISTEN PROFESIONAL > ASISTEN AHLI ILMU PENGETAHUAN DAN TEKNIK > TEKNISI ILMU FISIKA DAN TEKNIK > TEKNISI KIMIA > ESTIMATOR TEKNIK KIMIA","0","0","tidak","estimator teknik kimia","530","531","498","499","lolos_struktur_otomatis_belum_review_manual"
"E01246","2026","3116.99","311699","6","Jabatan","5","1246","3116","TEKNISI KIMIA LAINNYA","Jabatan ini mencakup ahli teknik kimia lainnya dari subgolongan ini.","3","TEKNISI DAN ASISTEN PROFESIONAL","31","ASISTEN AHLI ILMU PENGETAHUAN DAN TEKNIK","311","TEKNISI ILMU FISIKA DAN TEKNIK","3116","TEKNISI KIMIA","3 > 31 > 311 > 3116 > 3116.99","TEKNISI DAN ASISTEN PROFESIONAL > ASISTEN AHLI ILMU PENGETAHUAN DAN TEKNIK > TEKNISI ILMU FISIKA DAN TEKNIK > TEKNISI KIMIA > TEKNISI KIMIA LAINNYA","0","0","ya","teknisi kimia lainnya","531","531","499","499","lolos_struktur_otomatis_belum_review_manual"
"E01247","2026","3117","3117","4","Subgolongan","4","1247","311","TEKNISI PERTAMBANGAN DAN METALURGI","Teknisi pertambangan dan metalurgi melakukan tugas-tugas teknis untuk
membantu dalam penelitian dan percobaan yang berhubungan dengan
metalurgi, dalam meningkatkan metode ekstraksi mineral padat, minyak dan gas,
serta dalam desain, konstruksi, operasi, pemeliharaan, dan perbaikan tambang
dan instalasi tambang, sistem untuk pengangkutan dan penyimpanan minyak
dan gas alam, serta untuk ekstraksi logam dari bijih. Tugasnya meliputi
menyediakan bantuan teknis untuk membantu dalam penelitian dan proses
pengembangan untuk menentukan sifat-sifat logam dan paduan baru;
memberikan bantuan teknis dalam survei geologi dan topografi, serta dalam
desain dan tata letak sistem ekstraksi dan transportasi minyak, gas alam, dan
bijih mineral, serta pabrik pengolahan dan pemurnian mineral dan logam;
menyiapkan perkiraan rinci jumlah dan biaya bahan dan tenaga kerja yang
dibutuhkan untuk eksplorasi, ekstraksi, pengolahan, dan proyek-proyek
pengangkutan mineral, minyak, dan gas alam; memantau aspek teknis,
peraturan, dan keamanan dari konstruksi, instalasi, operasi, pemeliharaan, dan
perbaikan instalasi eksplorasi, ekstraksi, pengangkutan, dan penyimpanan bijih
mineral, minyak, dan gas alam, serta pabrik pengolahan mineral; membantu
merencanakan dan mendesain tambang, lubang tambang, terowongan, dan
sarana prasarana pertolongan pertama bawah tanah; mengumpulkan dan
menyiapkan sampel batuan, mineral, dan logam, melakukan uji laboratorium
untuk menentukan sifat, menganalisis dan melaporkan hasil uji, serta
memelihara peralatan pengujian; menggunakan mikroskop, mesin iradiasi
elektromagnetik, spektrometer, spektrograf, densitometer, dan mesin pengujian
ketegangan; dan membantu ilmuwan dalam penggunaan alat ukur listrik, sonik,
atau nuklir di kegiatan laboratorium dan produksi untuk mendapatkan data yang
menunjukkan potensi sumber bijih logam, gas, atau minyak bumi.
Contoh jabatan yang diklasifikasikan di sini
- inspektur tambang;
- teknisi teknik pertambangan; dan
- teknisi metalurgi.
Beberapa jabatan terkait yang diklasifikasikan di tempat lain
- operator pabrik pertambangan - 8111;
- penambang - 8111;
- penggali - 8111; dan
- teknisi geologi - 3111.","3","TEKNISI DAN ASISTEN PROFESIONAL","31","ASISTEN AHLI ILMU PENGETAHUAN DAN TEKNIK","311","TEKNISI ILMU FISIKA DAN TEKNIK","3117","TEKNISI PERTAMBANGAN DAN METALURGI","3 > 31 > 311 > 3117","TEKNISI DAN ASISTEN PROFESIONAL > ASISTEN AHLI ILMU PENGETAHUAN DAN TEKNIK > TEKNISI ILMU FISIKA DAN TEKNIK > TEKNISI PERTAMBANGAN DAN METALURGI","6","6","tidak","teknisi pertambangan dan metalurgi","531","532","499","500","lolos_struktur_otomatis_belum_review_manual"
"E01248","2026","3117.01","311701","6","Jabatan","5","1248","3117","INSPEKTUR TAMBANG","Inspektur tambang melakukan inspeksi, pengujian, penelaahan proses, dan
gejala berbagai aspek tambang, mengembangkan metode dan teknik inspeksi,
serta melaporkan dan menyebarluaskan hasil inspeksi. Tugasnya meliputi
melakukan pemeriksaan/inspeksi; melakukan penyelidikan kecelakaan tambang
dan/atau kejadian berbahaya; melakukan penyelidikan terhadap pencemaran
dan/atau perusakan lingkungan; melakukan pengujian atas peralatan tambang;
melakukan pengujian terhadap lingkungan tempat kerja; melakukan pengujian
terhadap kondisi limbah cair, padat, maupun gas; melakukan pembinaan
keselamatan dan kesehatan kerja; melakukan pembinaan lingkungan pada
kegiatan usaha pertambangan umum; memberikan perintah, larangan, dan
petunjuk, baik yang dicatat dalam Buku Tambang maupun secara lisan; dan
menyusun laporan tertulis mengenai hasil pemeriksaan, membuat berita acara
penyelidikan kecelakaan tambang dan/atau kejadian berbahaya, pencemaran
lingkungan, dan pelanggaran ketentuan-ketentuan dalam peraturan perundang-
undangan keselamatan dan kesehatan kerja serta lingkungan pertambangan
umum yang berlaku. Termasuk di dalamnya: inspektur borrow & quarry area.","3","TEKNISI DAN ASISTEN PROFESIONAL","31","ASISTEN AHLI ILMU PENGETAHUAN DAN TEKNIK","311","TEKNISI ILMU FISIKA DAN TEKNIK","3117","TEKNISI PERTAMBANGAN DAN METALURGI","3 > 31 > 311 > 3117 > 3117.01","TEKNISI DAN ASISTEN PROFESIONAL > ASISTEN AHLI ILMU PENGETAHUAN DAN TEKNIK > TEKNISI ILMU FISIKA DAN TEKNIK > TEKNISI PERTAMBANGAN DAN METALURGI > INSPEKTUR TAMBANG","0","0","tidak","inspektur tambang","532","532","500","500","lolos_struktur_otomatis_belum_review_manual"
"E01249","2026","3117.02","311702","6","Jabatan","5","1249","3117","TEKNISI PERTAMBANGAN","Teknisi pertambangan melakukan pekerjaan teknis, biasanya dengan petunjuk
dan pengawasan ahli teknik penambangan, dalam tugas ekstraksi bahan-bahan
mineral logam dan bukan logam yang berbentuk padat yang berasal dari bumi
dan mempersiapkannya untuk penyaluran atau pengolahan. Tugasnya meliputi
memasang dan menyesuaikan instrumen, membuat catatan, melakukan
pengukuran dan perhitungan, mencatat data, serta membantu survei geologi
dan topografi untuk menetapkan lokasi dan jenis deposit mineral; membuat
gambar tafsiran dan jadwal kerja serta membantu dalam merencanakan rangka
dasar dan pengawasan konstruksi, terowongan bawah tanah, dan pembangunan
permukaannya; memeriksa dan menguji hasil kerja pembangunan
penambangan untuk menjamin spesifikasi dan standar normal keselamatan
kerja; membantu dalam pengawasan teknis untuk operasi penambangan dan
penggalian serta persiapan hasil ekstraksi bahan mineral untuk penyaluran dan
pengolahan; membantu pekerjaan penelitian untuk mengembangkan metode
ekstraksi baru atau yang disempurnakan; dan menerapkan pengetahuan
mengenai teori dan praktik pertambangan untuk memecahkan masalah yang
timbul dalam pekerjaan. Termasuk di dalamnya: pengawas operasional
tambang; superintendent pekerjaan tambang.","3","TEKNISI DAN ASISTEN PROFESIONAL","31","ASISTEN AHLI ILMU PENGETAHUAN DAN TEKNIK","311","TEKNISI ILMU FISIKA DAN TEKNIK","3117","TEKNISI PERTAMBANGAN DAN METALURGI","3 > 31 > 311 > 3117 > 3117.02","TEKNISI DAN ASISTEN PROFESIONAL > ASISTEN AHLI ILMU PENGETAHUAN DAN TEKNIK > TEKNISI ILMU FISIKA DAN TEKNIK > TEKNISI PERTAMBANGAN DAN METALURGI > TEKNISI PERTAMBANGAN","0","0","tidak","teknisi pertambangan","532","533","500","501","lolos_struktur_otomatis_belum_review_manual"
"E01250","2026","3117.03","311703","6","Jabatan","5","1250","3117","TEKNISI METALURGI","Teknisi metalurgi melaksanakan tugas teknis, biasanya di bawah bimbingan dan
pengawasan ahli metalurgi yang sifatnya membantu untuk mengembangkan dan
mengendalikan proses ekstraksi logam dari bijinya dan pemurnian logam,
penelitian mengenai sifat logam, pengembangan campuran baru, dan
pengawasan teknis dalam pembuatan serta pengolahan logam dan logam
campuran. Tugasnya meliputi menyiapkan sampel logam dan paduan untuk
pengujian laboratorium serta memastikan peralatan uji dalam kondisi siap dan
terkalibrasi; melakukan pengujian sifat fisik, mekanik, dan kimia material logam
mengikuti metode uji sesuai SNI dan standar internasional (ASTM, ISO);
menganalisis hasil pengujian untuk menentukan kualitas dan kesesuaian
material dengan spesifikasi teknis serta menyusun rekomendasi teknis terkait
pemilihan dan penggunaan material; membantu proses perlakuan panas,
peleburan, pengecoran, dan pembentukan logam dengan mengoperasikan
peralatan metalurgi sesuai prosedur keselamatan kerja; memastikan hasil
pengujian dan proses produksi sesuai standar mutu dengan melakukan
pemeriksaan ulang bila terdapat ketidaksesuaian; menyusun laporan hasil
pengujian dan proses metalurgi serta menyimpan arsip data teknis sesuai
prosedur dokumentasi; dan berkoordinasi dengan ahli teknik metalurgi, teknisi
produksi, dan tim pengendalian mutu serta memberikan masukan teknis terkait
peningkatan kualitas material.","3","TEKNISI DAN ASISTEN PROFESIONAL","31","ASISTEN AHLI ILMU PENGETAHUAN DAN TEKNIK","311","TEKNISI ILMU FISIKA DAN TEKNIK","3117","TEKNISI PERTAMBANGAN DAN METALURGI","3 > 31 > 311 > 3117 > 3117.03","TEKNISI DAN ASISTEN PROFESIONAL > ASISTEN AHLI ILMU PENGETAHUAN DAN TEKNIK > TEKNISI ILMU FISIKA DAN TEKNIK > TEKNISI PERTAMBANGAN DAN METALURGI > TEKNISI METALURGI","0","0","tidak","teknisi metalurgi","533","533","501","501","lolos_struktur_otomatis_belum_review_manual"
